СТАНЦИЯ,дата,Значение
Модная,2024-05-02,2653.2922475896744
Модная,2024-05-03,2712.4164248899774
Модная,2024-05-04,2666.7426388384747
Модная,2024-05-05,2669.8361045575152
Модная,2024-05-06,2587.3385192080646
Модная,2024-05-07,2575.829933562742
Модная,2024-05-08,2576.767203340652
Модная,2024-05-09,2534.5796909961045
Модная,2024-05-10,2574.826729186737
Модная,2024-05-11,2508.4143919799144
Модная,2024-05-12,2489.2971788195878
Модная,2024-05-13,2383.587200142367
Модная,2024-05-14,2348.4027831899452
Модная,2024-05-15,2325.7914811248215
Модная,2024-05-16,2260.808635785854
Модная,2024-05-17,2279.6565324877697
Модная,2024-05-18,2193.8822512188103
Модная,2024-05-19,2158.0603915101665
Модная,2024-05-20,2038.8838286588393
Модная,2024-05-21,1993.994968013951
Модная,2024-05-22,1965.8929916327043
Модная,2024-05-23,1899.998706792492
Модная,2024-05-24,1922.7824285162264
Модная,2024-05-25,1845.953317605009
Модная,2024-05-26,1824.1365831839544
Модная,2024-05-27,1723.9618476575265
Модная,2024-05-28,1702.8951862485353
Модная,2024-05-29,1703.150285765214
Модная,2024-05-30,1669.7601898925202
Модная,2024-05-31,1728.7148337680715
Модная,2024-06-01,1691.1624807217709
Модная,2024-06-02,1711.1010926191946
Модная,2024-06-03,1654.4824974961437
Модная,2024-06-04,1678.0613896863656
Модная,2024-06-05,1723.3241023964101
Модная,2024-06-06,1734.5781033436847
Модная,2024-06-07,1837.1069034646384
Модная,2024-06-08,1841.387998337949
Модная,2024-06-09,1900.7994149048163
Модная,2024-06-10,1880.7373162401805
Модная,2024-06-11,1937.4763485347278
Модная,2024-06-12,2012.1073890021569
Модная,2024-06-13,2048.6334415550314
Модная,2024-06-14,2172.1282490415447
Модная,2024-06-15,2192.955205552598
Модная,2024-06-16,2264.4721900611353
Модная,2024-06-17,2252.1449047843794
Модная,2024-06-18,2312.400609548129
Модная,2024-06-19,2386.557186700103
Модная,2024-06-20,2418.908618020928
Модная,2024-06-21,2534.871824206277
Модная,2024-06-22,2545.192866315473
Модная,2024-06-23,2603.6385665002654
Модная,2024-06-24,2576.0965731511155
Модная,2024-06-25,2619.4161947065672
Модная,2024-06-26,2675.325346798646
Модная,2024-06-27,2688.505068354881
Модная,2024-06-28,2784.726883560615
Модная,2024-06-29,2775.0512774504878
Модная,2024-06-30,2813.5135446791833
Моя,2024-01-01,557.5536136493494
Моя,2024-01-02,580.6428717984435
Моя,2024-01-03,594.7630844035982
Моя,2024-01-04,601.6493075539302
Моя,2024-01-05,605.9975437768271
Моя,2024-01-06,622.6514161063683
Моя,2024-01-07,632.3223704348889
Моя,2024-01-08,636.1714105701623
Моя,2024-01-09,650.248112069838
Моя,2024-01-10,655.1908009597279
Моя,2024-01-11,652.8959173608741
Моя,2024-01-12,648.2131001577499
Моя,2024-01-13,656.1288055654325
Моя,2024-01-14,657.483794574214
Моя,2024-01-15,653.5525516487407
Моя,2024-01-16,660.4804275857223
Моя,2024-01-17,658.9824273185725
Моя,2024-01-18,651.0116845317191
Моя,2024-01-19,641.4541678660493
Моя,2024-01-20,645.3124270411772
Моя,2024-01-21,643.4236965165896
Моя,2024-01-22,637.0403895773835
Моя,2024-01-23,642.2687351266434
Моя,2024-01-24,639.7694274996052
Моя,2024-01-25,631.4282723641197
Моя,2024-01-26,622.0533080833698
Моя,2024-01-27,626.5611407236407
Моя,2024-01-28,625.6977374094353
Моя,2024-01-29,620.6216372174156
Моя,2024-01-30,627.3452594081781
Моя,2024-01-31,626.4381099562347
Моя,2024-02-01,619.6998050115244
Моя,2024-02-02,611.8593327880324
Моя,2024-02-03,617.7632421516994
Моя,2024-02-04,618.097961838737
Моя,2024-02-05,613.9741787653602
Моя,2024-02-06,621.3689351400021
Моя,2024-02-07,620.8292361938742
Моя,2024-02-08,614.1450889522855
Моя,2024-02-09,606.0484059533865
Моя,2024-02-10,611.4004846194805
Моя,2024-02-11,610.9132978005537
Моя,2024-02-12,605.7325635914976
Моя,2024-02-13,611.8783005206195
Моя,2024-02-14,609.9467115923411
Моя,2024-02-15,601.7813729699182
Моя,2024-02-16,592.1702186105565
Моя,2024-02-17,596.031089333471
Моя,2024-02-18,594.1311383340835
Моя,2024-02-19,587.6681148847974
Моя,2024-02-20,592.7092816416545
Моя,2024-02-21,589.89185274385
Моя,2024-02-22,581.0929654611423
Моя,2024-02-23,571.1257060451471
Моя,2024-02-24,574.9239793219523
Моя,2024-02-25,573.2615264135195
Моя,2024-02-26,567.3331158737016
Моя,2024-02-27,573.1936584973125
Моя,2024-02-28,571.4591194861532
Моя,2024-02-29,563.9772194898358
Моя,2024-03-01,555.5244170175804
Моя,2024-03-02,560.9919276789306
Моя,2024-03-03,561.1060457915237
Моя,2024-03-04,557.0107512864826
Моя,2024-03-05,564.7083076501834
Моя,2024-03-06,564.7616792727531
Моя,2024-03-07,558.9667149785842
Моя,2024-03-08,552.0505473796666
Моя,2024-03-09,558.858923770593
Моя,2024-03-10,560.0776985855244
Моя,2024-03-11,556.8164400096036
Моя,2024-03-12,565.0498320975518
Моя,2024-03-13,565.3206829184264
Моя,2024-03-14,559.4124745504655
Моя,2024-03-15,552.0479006657292
Моя,2024-03-16,558.0761105049696
Моя,2024-03-17,558.193899044742
Моя,2024-03-18,553.5288119553627
Моя,2024-03-19,560.0798682713048
Моя,2024-03-20,558.419737609634
Моя,2024-03-21,550.3663378835283
Моя,2024-03-22,540.6803321375603
Моя,2024-03-23,544.251277855788
Моя,2024-03-24,541.817703631518
Моя,2024-03-25,534.5491162972393
Моя,2024-03-26,538.4856742781026
Моя,2024-03-27,534.2393941858304
Моя,2024-03-28,523.6648832306855
Моя,2024-03-29,511.5560983988122
Моя,2024-03-30,512.8319031520705
Моя,2024-03-31,508.25570859819754
Моя,2024-04-01,499.0172086900968
Моя,2024-04-02,501.1719460152554
Моя,2024-04-03,495.3425704494185
Моя,2024-04-04,483.38977326780923
Моя,2024-04-05,470.1093829049818
Моя,2024-04-06,470.4183742049509
Моя,2024-04-07,465.0750557792213
Моя,2024-04-08,455.26142012841115
Моя,2024-04-09,457.0233665259954
Моя,2024-04-10,450.9726316732464
Моя,2024-04-11,438.95838371353193
Моя,2024-04-12,425.76493999392045
Моя,2024-04-13,426.29833670104114
Моя,2024-04-14,421.30699417012585
Моя,2024-04-15,411.96444529251113
Моя,2024-04-16,414.30982395060425
Моя,2024-04-17,408.94993999382774
Моя,2024-04-18,397.73089268390265
Моя,2024-04-19,385.43568426060085
Моя,2024-04-20,386.9705678622912
Моя,2024-04-21,383.0853843036355
Моя,2024-04-22,374.95587003150195
Моя,2024-04-23,378.62365172812247
Моя,2024-04-24,374.69777558700935
Моя,2024-04-25,365.0257469000259
Моя,2024-04-26,354.39056666377644
Моя,2024-04-27,357.69652494883263
Моя,2024-04-28,355.6890305756817
Моя,2024-04-29,349.53648309731824
Моя,2024-04-30,355.26992400783763
Моя,2024-05-01,353.48433364267214
Моя,2024-05-02,346.0095641455228
Моя,2024-05-03,337.60740567883096
Моя,2024-05-04,343.1575513904447
Моя,2024-05-05,343.3777414813661
Моя,2024-05-06,339.40608809586723
Моя,2024-05-07,347.24130865945443
Моя,2024-05-08,347.44472004938604
Моя,2024-05-09,341.8119654970996
Моя,2024-05-10,335.0709490703106
Моя,2024-05-11,342.0687177408597
Моя,2024-05-12,343.49254348648697
Моя,2024-05-13,340.45317773730653
Моя,2024-05-14,348.92597580470436
Моя,2024-05-15,349.45371407850087
Моя,2024-05-16,343.819043650313
Моя,2024-05-17,336.7430292612056
Моя,2024-05-18,343.0724907980153
Моя,2024-05-19,343.5013809557169
Моя,2024-05-20,339.1541571687798
Моя,2024-05-21,346.02683639334845
Моя,2024-05-22,344.68955199970327
Моя,2024-05-23,336.95855864143226
Моя,2024-05-24,327.5941419722183
Моя,2024-05-25,331.4871640210746
Моя,2024-05-26,329.37949671526326
Моя,2024-05-27,322.4463253149509
Моя,2024-05-28,326.73603814181246
Моя,2024-05-29,322.8715530130849
Моя,2024-05-30,312.72105985379653
Моя,2024-05-31,301.0946714326264
Моя,2024-06-01,302.9297485355924
Моя,2024-06-02,299.010186932707
Моя,2024-06-03,290.54768107450565
Моя,2024-06-04,293.6207113622129
Моя,2024-06-05,288.8751322116194
Моя,2024-06-06,278.19436269503444
Моя,2024-06-07,266.3956888082896
Моя,2024-06-08,268.4154550061378
Моя,2024-06-09,265.0284375248398
Моя,2024-06-10,257.42941321786043
Моя,2024-06-11,261.6726631421651
Моя,2024-06-12,258.37327429068114
Моя,2024-06-13,249.37822157096193
Моя,2024-06-14,239.4637140800079
Моя,2024-06-15,243.5215537098951
Моя,2024-06-16,242.2797652383993
Моя,2024-06-17,236.88547547383138
Моя,2024-06-18,243.34574280731823
Моя,2024-06-19,242.23016207134498
Моя,2024-06-20,235.34318884279654
Моя,2024-06-21,227.42263094774358
Моя,2024-06-22,233.3270216708448
Моя,2024-06-23,233.7571040706435
Моя,2024-06-24,229.8393789018614
Моя,2024-06-25,237.56739788859016
Моя,2024-06-26,237.5046137086648
Моя,2024-06-27,231.45672379354028
Моя,2024-06-28,224.16995541055823
Моя,2024-06-29,230.51801302370347
Моя,2024-06-30,231.22293044410375
Новая,2024-01-01,1043.1217798467908
Новая,2024-01-02,1072.9277601355957
Новая,2024-01-03,1123.9080315782294
Новая,2024-01-04,1168.9012057288483
Новая,2024-01-05,1187.22406780608
Новая,2024-01-06,1225.426692292146
Новая,2024-01-07,1228.6107159297255
Новая,2024-01-08,1261.8457774276148
Новая,2024-01-09,1265.728832409189
Новая,2024-01-10,1290.2717107730266
Новая,2024-01-11,1308.900653464555
Новая,2024-01-12,1301.4931108609135
Новая,2024-01-13,1315.1193635654176
Новая,2024-01-14,1295.3485839247214
Новая,2024-01-15,1307.6546651029469
Новая,2024-01-16,1292.9667979270625
Новая,2024-01-17,1301.5503811016686
Новая,2024-01-18,1307.0021610640817
Новая,2024-01-19,1289.2849795770244
Новая,2024-01-20,1295.469719930858
Новая,2024-01-21,1271.0440337540356
Новая,2024-01-22,1281.3230738484049
Новая,2024-01-23,1267.007049879343
Новая,2024-01-24,1278.0709720334878
Новая,2024-01-25,1287.7702078038724
Новая,2024-01-26,1275.6869161501947
Новая,2024-01-27,1288.4846023958526
Новая,2024-01-28,1271.2300046958787
Новая,2024-01-29,1288.817153321268
Новая,2024-01-30,1281.538033403202
Новая,2024-01-31,1298.9848390563702
Новая,2024-02-01,1314.0670865672842
Новая,2024-02-02,1306.0683232682247
Новая,2024-02-03,1321.409386927156
Новая,2024-02-04,1304.9771851465916
Новая,2024-02-05,1321.5536486071287
Новая,2024-02-06,1311.3891604700054
Новая,2024-02-07,1324.1053840748643
Новая,2024-02-08,1332.7107550286594
Новая,2024-02-09,1316.6534367177705
Новая,2024-02-10,1322.5788184484377
Новая,2024-02-11,1295.6507082424919
Новая,2024-02-12,1300.9711093374965
Новая,2024-02-13,1279.1431636320665
Новая,2024-02-14,1280.1625025678975
Новая,2024-02-15,1277.42061800446
Новая,2024-02-16,1250.7454165500603
Новая,2024-02-17,1247.1464083498881
Новая,2024-02-18,1212.1240506993136
Новая,2024-02-19,1211.078489738888
Новая,2024-02-20,1184.8626132809184
Новая,2024-02-21,1183.6649511399457
Новая,2024-02-22,1181.0062889315877
Новая,2024-02-23,1156.7753624512548
Новая,2024-02-24,1157.9712316548741
Новая,2024-02-25,1130.0119427912211
Новая,2024-02-26,1138.1447477652446
Новая,2024-02-27,1123.0027565591488
Новая,2024-02-28,1134.4934599348837
Новая,2024-02-29,1145.802830218058
Новая,2024-03-01,1136.4401546960578
Новая,2024-03-02,1152.9909398428124
Новая,2024-03-03,1140.4371934155818
Новая,2024-03-04,1163.580020037634
Новая,2024-03-05,1162.6090502865604
Новая,2024-03-06,1187.0037726300109
Новая,2024-03-07,1209.5501066454729
Новая,2024-03-08,1209.3970118418251
Новая,2024-03-09,1232.8201295905915
Новая,2024-03-10,1224.5514537856022
Новая,2024-03-11,1249.2096926395834
Новая,2024-03-12,1246.875614469152
Новая,2024-03-13,1266.997272170434
Новая,2024-03-14,1282.4083276915878
Новая,2024-03-15,1272.3842145185033
Новая,2024-03-16,1283.4031417823494
Новая,2024-03-17,1260.4710038978856
Новая,2024-03-18,1268.5449866268377
Новая,2024-03-19,1248.1003473809994
Новая,2024-03-20,1249.025500587064
Новая,2024-03-21,1244.6289099196526
Новая,2024-03-22,1214.6828422679314
Новая,2024-03-23,1206.1713311780318
Новая,2024-03-24,1164.601775301989
Новая,2024-03-25,1155.4153315398341
Новая,2024-03-26,1119.5409461955908
Новая,2024-03-27,1107.278506825152
Новая,2024-03-28,1092.2949448468455
Новая,2024-03-29,1054.6586392161996
Новая,2024-03-30,1041.579723231732
Новая,2024-03-31,998.7159261307397
Новая,2024-04-01,991.5792614143984
Новая,2024-04-02,961.0884994557356
Новая,2024-04-03,957.4529408255387
Новая,2024-04-04,954.1712929517093
Новая,2024-04-05,931.0709127589549
Новая,2024-04-06,935.0548722393585
Новая,2024-04-07,911.4162803833409
Новая,2024-04-08,925.2549279280888
Новая,2024-04-09,917.0409069231696
Новая,2024-04-10,936.5104042119426
Новая,2024-04-11,956.6771314979756
Новая,2024-04-12,956.8843018492157
Новая,2024-04-13,983.5642540500614
Новая,2024-04-14,981.5648100616452
Новая,2024-04-15,1015.5771011185063
Новая,2024-04-16,1025.7092100940731
Новая,2024-04-17,1061.3905599486889
Новая,2024-04-18,1095.3902841889387
Новая,2024-04-19,1106.8743112163502
Новая,2024-04-20,1142.1681395372327
Новая,2024-04-21,1146.084321420786
Новая,2024-04-22,1183.349381192708
Новая,2024-04-23,1194.1745646839222
Новая,2024-04-24,1228.1554549740854
Новая,2024-04-25,1258.283848735555
Новая,2024-04-26,1263.9968315782994
Новая,2024-04-27,1291.9302777736718
Новая,2024-04-28,1287.2360748122023
Новая,2024-04-29,1314.998107920026
Новая,2024-04-30,1315.7917269884933
Новая,2024-05-01,1339.5720644598148
Новая,2024-05-02,1359.6749296671544
Новая,2024-05-03,1355.855537446833
Новая,2024-05-04,1375.0325948843747
Новая,2024-05-05,1362.5973156755558
Новая,2024-05-06,1383.8226292087998
Новая,2024-05-07,1379.4174952504907
Новая,2024-05-08,1399.4118324659844
Новая,2024-05-09,1417.1558734684188
Новая,2024-05-10,1412.3592367019146
Новая,2024-05-11,1431.8372161825212
Новая,2024-05-12,1420.8237814128083
Новая,2024-05-13,1444.3864256298198
Новая,2024-05-14,1442.9875965923536
Новая,2024-05-15,1466.377999132453
Новая,2024-05-16,1487.6053274230565
Новая,2024-05-17,1486.0634343888853
Новая,2024-05-18,1508.2491366301938
Новая,2024-05-19,1499.08583364316
Новая,2024-05-20,1523.3487642307955
Новая,2024-05-21,1521.2363264739063
Новая,2024-05-22,1542.2724589518853
Новая,2024-05-23,1559.3233742986763
Новая,2024-05-24,1551.653417914481
Новая,2024-05-25,1565.6870544782764
Новая,2024-05-26,1546.3360096499246
Новая,2024-05-27,1558.4262869370525
Новая,2024-05-28,1542.2694343575379
Новая,2024-05-29,1547.563059256132
Новая,2024-05-30,1547.4039351201313
Новая,2024-05-31,1521.3385762731205
Новая,2024-06-01,1516.1184331894074
Новая,2024-06-02,1477.0189283849081
Новая,2024-06-03,1469.2572821141891
Новая,2024-06-04,1433.5537616586412
Новая,2024-06-05,1420.0216340093314
Новая,2024-06-06,1402.1694613381817
Новая,2024-06-07,1359.9409162438026
Новая,2024-06-08,1340.4595675618536
Новая,2024-06-09,1289.3381431903526
Новая,2024-06-10,1272.0874860451468
Новая,2024-06-11,1229.6700767503582
Новая,2024-06-12,1212.3836090297539
Новая,2024-06-13,1193.8584241184894
Новая,2024-06-14,1154.094104484851
Новая,2024-06-15,1140.2027542245296
Новая,2024-06-16,1097.7185007104467
Новая,2024-06-17,1092.0084129846166
Новая,2024-06-18,1063.8296422129877
Новая,2024-06-19,1063.2181566832487
Новая,2024-06-20,1063.4927227195776
Новая,2024-06-21,1044.299240282086
Новая,2024-06-22,1052.3627384131476
Новая,2024-06-23,1032.8063189397249
Новая,2024-06-24,1050.571981088269
Новая,2024-06-25,1045.9878605639635
Новая,2024-06-26,1068.6669827326455
Новая,2024-06-27,1091.5209151681215
Новая,2024-06-28,1093.8131764493608
Новая,2024-06-29,1121.9194756971176
Новая,2024-06-30,1120.6538680579256
Старая,2024-01-01,1265.856686225161
Старая,2024-01-02,1337.584701381952
Старая,2024-01-03,1368.4173359674996
Старая,2024-01-04,1411.731080273049
Старая,2024-01-05,1417.3673227079198
Старая,2024-01-06,1449.889567716984
Старая,2024-01-07,1447.8632899174859
Старая,2024-01-08,1491.103743891682
Старая,2024-01-09,1531.688985437675
Старая,2024-01-10,1530.779350919256
Старая,2024-01-11,1542.2919611309812
Старая,2024-01-12,1516.590625324236
Старая,2024-01-13,1518.7330521989954
Старая,2024-01-14,1487.7414980479402
Старая,2024-01-15,1503.8423706932163
Старая,2024-01-16,1519.472218438569
Старая,2024-01-17,1496.0914941894441
Старая,2024-01-18,1487.8547713894109
Старая,2024-01-19,1445.2978618952257
Старая,2024-01-20,1433.5837797483991
Старая,2024-01-21,1391.7736802725815
Старая,2024-01-22,1400.0682548494956
Старая,2024-01-23,1410.8169361400373
Старая,2024-01-24,1385.3361955422542
Старая,2024-01-25,1377.5854704179496
Старая,2024-01-26,1337.8610052383035
Старая,2024-01-27,1331.049362351692
Старая,2024-01-28,1295.9065263820762
Старая,2024-01-29,1312.3078655261854
Старая,2024-01-30,1332.2660815324157
Старая,2024-01-31,1316.7582071177094
Старая,2024-02-01,1319.4099710646049
Старая,2024-02-02,1290.1976091649508
Старая,2024-02-03,1293.708687253698
Старая,2024-02-04,1268.4276920965215
Старая,2024-02-05,1293.99151046164
Старая,2024-02-06,1322.211813865884
Старая,2024-02-07,1313.905324651555
Старая,2024-02-08,1322.5802333851905
Старая,2024-02-09,1298.1388291074086
Старая,2024-02-10,1305.137925481026
Старая,2024-02-11,1282.0728877822155
Старая,2024-02-12,1308.630460679283
Старая,2024-02-13,1336.7075216053695
Старая,2024-02-14,1327.2368669293446
Старая,2024-02-15,1333.8684526331424
Старая,2024-02-16,1306.6663183266103
Старая,2024-02-17,1310.3629556157591
Старая,2024-02-18,1283.637109237278
Старая,2024-02-19,1306.360394655645
Старая,2024-02-20,1330.6100357930536
Старая,2024-02-21,1317.48899914722
Старая,2024-02-22,1320.802100636891
Старая,2024-02-23,1290.7484501255947
Старая,2024-02-24,1292.1721086970088
Старая,2024-02-25,1263.837036268306
Старая,2024-02-26,1285.6717754100366
Старая,2024-02-27,1309.781208938492
Старая,2024-02-28,1297.2666726747373
Старая,2024-02-29,1301.9029764705122
Старая,2024-03-01,1273.8326480038527
Старая,2024-03-02,1277.8191987125565
Старая,2024-03-03,1252.5253911294658
Старая,2024-03-04,1277.761835820666
Старая,2024-03-05,1305.5031222518498
Старая,2024-03-06,1296.712620353256
Старая,2024-03-07,1305.0243543209615
Старая,2024-03-08,1280.4421092592165
Старая,2024-03-09,1287.5974184056186
Старая,2024-03-10,1265.0322653117698
Старая,2024-03-11,1292.4516952591189
Старая,2024-03-12,1321.743421112898
Старая,2024-03-13,1313.8054594293967
Старая,2024-03-14,1322.2301183349532
Старая,2024-03-15,1297.004440830893
Старая,2024-03-16,1302.7687187941967
Старая,2024-03-17,1278.0989047243397
Старая,2024-03-18,1302.7581332642412
Старая,2024-03-19,1328.714479683762
Старая,2024-03-20,1316.9660558102908
Старая,2024-03-21,1321.2218500962515
Старая,2024-03-22,1291.5985183286011
Старая,2024-03-23,1292.8748575018253
Старая,2024-03-24,1263.769917864584
Старая,2024-03-25,1284.1900998437684
Старая,2024-03-26,1306.2425002930543
Старая,2024-03-27,1291.0557442112884
Старая,2024-03-28,1292.4568385766975
Старая,2024-03-29,1260.6643751770353
Старая,2024-03-30,1260.5399221763143
Старая,2024-03-31,1230.8636503528046
Старая,2024-04-01,1251.5796127196145
Старая,2024-04-02,1274.807993032351
Старая,2024-04-03,1261.6655880522362
Старая,2024-04-04,1265.9430658956762
Старая,2024-04-05,1237.7993100066037
Старая,2024-04-06,1242.0146488074352
Старая,2024-04-07,1217.268956312651
Старая,2024-04-08,1243.3899627868245
Старая,2024-04-09,1272.368994898612
Старая,2024-04-10,1265.1853007960285
Старая,2024-04-11,1275.4873830227043
Старая,2024-04-12,1253.2915231277593
Старая,2024-04-13,1263.2391699451011
Старая,2024-04-14,1243.8790502641136
Старая,2024-04-15,1274.9192197800612
Старая,2024-04-16,1308.246161621423
Старая,2024-04-17,1304.7519881348358
Старая,2024-04-18,1318.018084488145
Старая,2024-04-19,1298.0153114731836
Старая,2024-04-20,1309.3623928337163
Старая,2024-04-21,1290.608320345923
Старая,2024-04-22,1321.4839908711149
Старая,2024-04-23,1353.920200857915
Старая,2024-04-24,1348.8730933343925
Старая,2024-04-25,1360.0054552037086
Старая,2024-04-26,1337.3840594683384
Старая,2024-04-27,1345.7347704985816
Старая,2024-04-28,1323.7213510036995
Старая,2024-04-29,1351.1932997139138
Старая,2024-04-30,1380.1999658311952
Старая,2024-05-01,1371.81215793507
Старая,2024-05-02,1379.7997660882154
Старая,2024-05-03,1354.3257072478755
Старая,2024-05-04,1360.1980185971138
Старая,2024-05-05,1336.1461316829816
Старая,2024-05-06,1362.06673545002
Старая,2024-05-07,1390.0365357279807
Старая,2024-05-08,1381.1331708987534
Старая,2024-05-09,1389.1128237696287
Старая,2024-05-10,1364.1048396367025
Старая,2024-05-11,1370.865153612797
Старая,2024-05-12,1348.0545178088737
Старая,2024-05-13,1375.486874683354
Старая,2024-05-14,1405.145104741944
Старая,2024-05-15,1398.005313758766
Старая,2024-05-16,1407.7180926929293
Старая,2024-05-17,1384.3069443866666
Старая,2024-05-18,1392.4255587269429
Старая,2024-05-19,1370.63980367709
Старая,2024-05-20,1398.679657300533
Старая,2024-05-21,1428.4581934770483
Старая,2024-05-22,1420.8986802726677
Старая,2024-05-23,1429.618130482227
Старая,2024-05-24,1404.6274202570828
Старая,2024-05-25,1410.589597254839
Старая,2024-05-26,1386.1022053385122
Старая,2024-05-27,1410.9488317555074
Старая,2024-05-28,1437.116992207952
Старая,2024-05-29,1425.6234374190585
Старая,2024-05-30,1430.1952666926024
Старая,2024-05-31,1400.9670304270019
Старая,2024-06-01,1402.73552728626
Старая,2024-06-02,1374.238223125849
Старая,2024-06-03,1395.400610589708
Старая,2024-06-04,1418.3497473969596
Старая,2024-06-05,1404.2351855708746
Старая,2024-06-06,1406.9058080087611
Старая,2024-06-07,1376.60288363924
Старая,2024-06-08,1378.2111707148108
Старая,2024-06-09,1350.5341100363514
Старая,2024-06-10,1373.5385291529951
Старая,2024-06-11,1399.3661820184363
Старая,2024-06-12,1389.1534045247095
Старая,2024-06-13,1396.707450063606
Старая,2024-06-14,1372.1998421862486
Старая,2024-06-15,1380.4185768977052
Старая,2024-06-16,1360.045196323234
Старая,2024-06-17,1390.9021121061542
Старая,2024-06-18,1424.9674388230005
Старая,2024-06-19,1423.198533837323
Старая,2024-06-20,1439.212706258777
Старая,2024-06-21,1422.9853159117472
Старая,2024-06-22,1439.1069672532176
Старая,2024-06-23,1426.065684533548
Старая,2024-06-24,1463.4993070858975
Старая,2024-06-25,1503.2152254696048
Старая,2024-06-26,1506.018519198621
Старая,2024-06-27,1525.3968307454736
Старая,2024-06-28,1511.2220801061737
Старая,2024-06-29,1528.010622916185
Старая,2024-06-30,1514.2076540360176
Стильная,2024-01-01,458.7512159790358
Стильная,2024-01-02,509.6136659978641
Стильная,2024-01-03,548.3541094666635
Стильная,2024-01-04,608.5360304447053
Стильная,2024-01-05,620.6712739309876
Стильная,2024-01-06,648.8621450219589
Стильная,2024-01-07,632.7876650535984
Стильная,2024-01-08,718.0223088983362
Стильная,2024-01-09,756.9672855226739
Стильная,2024-01-10,782.1914688621814
Стильная,2024-01-11,827.4832893738093
Стильная,2024-01-12,823.581038390788
Стильная,2024-01-13,834.8120200796645
Стильная,2024-01-14,801.0762053767149
Стильная,2024-01-15,868.1627191738256
Стильная,2024-01-16,888.6792182134582
Стильная,2024-01-17,895.3912517937396
Стильная,2024-01-18,922.2728920550799
Стильная,2024-01-19,900.2360556567107
Стильная,2024-01-20,893.7689166024902
Стильная,2024-01-21,842.9190268911477
Стильная,2024-01-22,893.6094379022679
Стильная,2024-01-23,898.5678428841296
Стильная,2024-01-24,890.6657985226996
Стильная,2024-01-25,903.9692827150791
Стильная,2024-01-26,869.4679863670115
Стильная,2024-01-27,851.7137215168971
Стильная,2024-01-28,790.8035520547338
Стильная,2024-01-29,832.6959367428616
Стильная,2024-01-30,830.1399087001757
Стильная,2024-01-31,816.0143595731531
Стильная,2024-02-01,824.3787013529237
Стильная,2024-02-02,786.2023239418489
Стильная,2024-02-03,766.0032541559933
Стильная,2024-02-04,703.8316473799666
Стильная,2024-02-05,745.5864264913323
Стильная,2024-02-06,743.9451154200276
Стильная,2024-02-07,731.7039554649857
Стильная,2024-02-08,742.8295924060827
Стильная,2024-02-09,708.1897614535924
Стильная,2024-02-10,692.1933774048057
Стильная,2024-02-11,634.7756548394786
Стильная,2024-02-12,681.7165580022925
Стильная,2024-02-13,685.5726040431001
Стильная,2024-02-14,679.0190755026478
Стильная,2024-02-15,695.9038898988963
Стильная,2024-02-16,666.9805062262857
Стильная,2024-02-17,656.5502227290566
Стильная,2024-02-18,604.4494335267309
Стильная,2024-02-19,656.370084028024
Стильная,2024-02-20,664.7932886028311
Стильная,2024-02-21,662.3331077993699
Стильная,2024-02-22,682.7916780839222
Стильная,2024-02-23,656.8930248816894
Стильная,2024-02-24,648.9258720622591
Стильная,2024-02-25,598.7309838879032
Стильная,2024-02-26,652.0212590059778
Стильная,2024-02-27,661.314532069076
Стильная,2024-02-28,659.2760857345847
Стильная,2024-02-29,679.772085315721
Стильная,2024-03-01,653.6013000188125
Стильная,2024-03-02,645.1354705173071
Стильная,2024-03-03,594.3039180470633
Стильная,2024-03-04,646.910685030312
Стильная,2024-03-05,655.5642427390445
Стильная,2024-03-06,653.0168560986003
Стильная,2024-03-07,673.2149102319909
Стильная,2024-03-08,647.0276573331084
Стильная,2024-03-09,638.8848377709375
Стильная,2024-03-10,588.7588613228095
Стильная,2024-03-11,642.4799229303687
Стильная,2024-03-12,652.6641637285104
Стильная,2024-03-13,652.0520309267338
Стильная,2024-03-14,674.5581905171953
Стильная,2024-03-15,651.0004846993411
Стильная,2024-03-16,645.7384035861637
Стильная,2024-03-17,598.6567540766489
Стильная,2024-03-18,655.4828780655125
Стильная,2024-03-19,668.7174893673769
Стильная,2024-03-20,670.9762230258419
Стильная,2024-03-21,696.0431737702303
Стильная,2024-03-22,674.603822728414
Стильная,2024-03-23,670.8877159102336
Стильная,2024-03-24,624.6564607628483
Стильная,2024-03-25,681.5252689758446
Стильная,2024-03-26,693.8979869466621
Стильная,2024-03-27,694.3125792908162
Стильная,2024-03-28,716.4982172853514
Стильная,2024-03-29,691.1112536550963
Стильная,2024-03-30,682.380340312724
Стильная,2024-03-31,630.0961626510599
Стильная,2024-04-01,679.933943147816
Стильная,2024-04-02,684.3886001942844
Стильная,2024-04-03,676.1194940925105
Стильная,2024-04-04,689.0059022609965
Стильная,2024-04-05,653.8805197020882
Стильная,2024-04-06,635.1712806806429
Стильная,2024-04-07,572.8870387514195
Стильная,2024-04-08,612.9353444234104
Стильная,2024-04-09,608.0523140078442
Стильная,2024-04-10,591.1416477947083
Стильная,2024-04-11,596.3240812582461
Стильная,2024-04-12,554.6647188299835
Стильная,2024-04-13,530.8087074882189
Стильная,2024-04-14,464.96095207313806
Стильная,2024-04-15,503.1982753506677
Стильная,2024-04-16,498.39417451146676
Стильная,2024-04-17,483.5533802924744
Стильная,2024-04-18,492.85763607792643
